Sl no.,District Name,State,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
5810,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,04-Apr-25
5811,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,11000,9000,06-Mar-25
5812,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,10000,22-Mar-25
5813,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,6000,8000,7000,10-Apr-24
5814,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,15-Mar-25
5815,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,14000,12000,26-Dec-24
5816,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,12000,10000,29-Jan-25
5817,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8500,9000,8700,18-May-24
5818,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,6000,15000,12000,19-Jun-24
5819,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8500,12000,9000,08-Apr-25
5820,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,14000,12000,31-Dec-24
5821,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8500,9000,8700,16-May-24
5822,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,16-Apr-25
5823,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,13000,10000,22-Jan-25
5824,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,10000,9500,27-May-24
5825,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7800,24-Apr-24
5826,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,8500,8200,04-May-24
5827,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,10000,23-Jan-25
5828,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,9000,8000,11-Feb-25
5829,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,9000,7500,05-Apr-24
5830,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,11000,10000,24-Mar-25
5831,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,11000,10500,04-Jan-25
5832,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,9000,8000,13-Feb-25
5833,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,12000,10000,31-Jan-25
5834,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,10000,27-Jan-25
5835,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,12000,10000,12-Mar-25
5836,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7500,25-Apr-24
5837,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,13000,11000,10-Dec-24
5838,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,8000,19-Apr-24
5839,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,14000,12000,30-Dec-24
5840,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7600,18-Apr-24
5841,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8500,9000,8700,17-May-24
5842,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,01-Mar-25
5843,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,13000,11000,11-Dec-24
5844,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,14000,12000,10-Jan-25
5845,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,9000,8000,04-Apr-24
5846,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,13000,12000,21-Dec-24
5847,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8500,9500,9000,14-Feb-25
5848,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,12000,14000,13000,19-Dec-24
5849,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,9000,8500,07-Feb-25
5850,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,17000,12000,12-Jun-24
5851,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,12000,9000,30-Jan-25
5852,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,13000,11000,07-Dec-24
5853,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,9000,8000,03-Apr-24
5854,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,10000,9000,01-Feb-25
5855,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,19-Apr-25
5856,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,10000,9000,24-Feb-25
5857,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,17-Mar-25
5858,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,08-Jan-25
5859,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8500,9500,9000,15-Feb-25
5860,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,10000,8000,22-Feb-25
5861,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,07-Apr-25
5862,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,10000,16-Jan-25
5863,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,10000,9500,13-Jan-25
5864,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,15000,12000,03-Jan-25
5865,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8500,12000,9000,09-Apr-25
5866,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,10000,9500,27-Mar-25
5867,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7500,06-Feb-25
5868,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7500,04-Feb-25
5869,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,10000,9500,24-May-24
5870,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,2000,2500,2200,09-Apr-24
5871,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,9000,8500,21-May-24
5872,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7500,16-Apr-24
5873,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,10-Jun-24
5874,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7500,05-Feb-25
5875,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,10000,9500,28-Mar-25
5876,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7500,14-May-24
5877,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,11000,10000,30-May-24
5878,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,17000,15000,13-Jun-24
5879,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,10000,9500,26-Mar-25
5880,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,5000,10000,8000,04-Jun-24
5881,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,9000,7500,10-Feb-25
5882,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,07-Jan-25
5883,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,9000,8500,20-May-24
5884,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8500,9500,9000,17-Feb-25
5885,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,13000,12000,11-Apr-25
5886,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,15000,12500,15-Oct-24
5887,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,11000,9000,04-Mar-25
5888,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7500,29-Apr-24
5889,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,11000,9000,05-Mar-25
5890,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,10000,28-Jan-25
5891,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,10000,02-Apr-25
5892,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,9000,7500,06-Apr-24
5893,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,11000,03-Apr-25
5894,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,12000,9000,13-Mar-25
5895,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,13000,12000,12-Dec-24
5896,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,6000,7000,6500,08-Apr-24
5897,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,12000,11000,15-Jan-25
5898,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7500,15-May-24
5899,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,11000,18-Jan-25
5900,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,10000,9500,21-Mar-25
5901,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,12000,11000,29-May-24
5902,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,8500,8200,03-Jun-24
5903,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,12000,11000,28-May-24
5904,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,12000,10000,10-Mar-25
5905,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,15000,12500,02-Jan-25
5906,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,9000,8000,20-Feb-25
5907,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7500,30-Apr-24
5908,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,5000,10000,8000,05-Jun-24
5909,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,05-Apr-25
5910,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,9000,8500,27-Apr-24
5911,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7400,22-Apr-24
5912,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,11000,10500,31-May-24
5913,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,10000,9500,25-May-24
5914,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,12000,9000,11-Mar-25
5915,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,9000,8000,18-Feb-25
5916,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,9500,01-Apr-25
5917,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,8000,10000,9000,17-Apr-25
5918,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,7000,8000,7800,08-May-24
5919,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,9000,12000,10000,17-Jan-25
5920,Kangra,Himachal Pradesh,Kangra,Grapes,Other,Medium,10000,13000,12000,20-Dec-24
5921,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,4500,4200,20-Jan-25
5922,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,04-Apr-25
5923,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8800,11-Jul-24
5924,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,8500,8200,02-Sep-24
5925,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,20-Feb-25
5926,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,21-May-24
5927,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,16-May-24
5928,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,21-Aug-24
5929,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,17-Apr-25
5930,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,25-Feb-25
5931,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,10000,9000,25-Jul-24
5932,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,25-May-24
5933,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5000,5500,5200,30-Dec-24
5934,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,04-Mar-25
5935,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4500,5000,4700,21-Nov-24
5936,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,18-May-24
5937,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,26-Jun-24
5938,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,8500,8200,13-May-24
5939,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8700,01-Jul-24
5940,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,04-Jun-24
5941,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,20-Aug-24
5942,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,06-Jun-24
5943,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,26-Sep-24
5944,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,04-Sep-24
5945,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,09-Apr-25
5946,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,10-Mar-25
5947,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,30-Nov-24
5948,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,18-Jan-25
5949,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,07-Feb-25
5950,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,11-Mar-25
5951,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,6000,5000,09-Apr-24
5952,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5000,6000,5500,14-Feb-25
5953,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,17-May-24
5954,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,05-Oct-24
5955,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4500,5000,4700,23-Nov-24
5956,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,17-Sep-24
5957,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,07-Jun-24
5958,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,31-Aug-24
5959,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,22-Oct-24
5960,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,22-May-24
5961,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4500,5000,4800,20-Nov-24
5962,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,24-Mar-25
5963,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,23-Jan-25
5964,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,16-Oct-24
5965,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,09-Aug-24
5966,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,26-Feb-25
5967,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,20-Jul-24
5968,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,03-Aug-24
5969,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,18-Jul-24
5970,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5000,6000,5500,12-Feb-25
5971,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,05-Aug-24
5972,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5000,6000,5500,10-Feb-25
5973,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4500,5500,5000,13-Feb-25
5974,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,28-Jun-24
5975,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,24-Oct-24
5976,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6500,7500,7000,05-Nov-24
5977,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,23-Oct-24
5978,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,27-May-24
5979,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,24-May-24
5980,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,23-Aug-24
5981,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,27-Mar-25
5982,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,02-Jul-24
5983,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,10000,14-Aug-24
5984,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,26-Oct-24
5985,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,10-Oct-24
5986,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,05-Jun-24
5987,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,04-Dec-24
5988,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,22-Jul-24
5989,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,22-Aug-24
5990,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,15-Mar-25
5991,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,26-Apr-24
5992,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5000,6000,5500,02-Dec-24
5993,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,22-Apr-24
5994,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,28-Mar-25
5995,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,15-Jul-24
5996,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,8000,7000,04-Apr-24
5997,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4500,5000,4700,31-Jan-25
5998,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,15-Oct-24
5999,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,20-Sep-24
6000,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,21-Dec-24
6001,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5000,6000,5500,11-Feb-25
6002,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,10000,9000,13-Jun-24
6003,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,10000,27-Jul-24
6004,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8500,9000,8800,11-Jun-24
6005,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4500,5000,4700,30-Jan-25
6006,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,02-Apr-25
6007,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,4500,4200,09-Jan-25
6008,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,18-Mar-25
6009,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,24-Sep-24
6010,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,24-Jan-25
6011,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,08-May-24
6012,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,24-Feb-25
6013,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,10-Apr-25
6014,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,6500,6500,18-Feb-25
6015,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,21-Sep-24
6016,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,13-Aug-24
6017,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,12-Mar-25
6018,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7500,8500,8000,01-Apr-24
6019,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,8000,7000,01-Mar-25
6020,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,3500,4000,3700,03-Jan-25
6021,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,6500,6200,21-Feb-25
6022,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,08-Nov-24
6023,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8700,06-Jul-24
6024,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,04-Feb-25
6025,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,06-Feb-25
6026,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,24-Aug-24
6027,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,4500,4200,21-Jan-25
6028,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,22-Feb-25
6029,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,29-Apr-24
6030,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,05-Dec-24
6031,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,26-Dec-24
6032,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,25-Mar-25
6033,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,10000,9000,23-Jul-24
6034,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,06-Mar-25
6035,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,10000,11000,10000,15-Jun-24
6036,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,12-Aug-24
6037,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,05-Feb-25
6038,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4500,5000,4700,03-Feb-25
6039,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,07-Mar-25
6040,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,12-Dec-24
6041,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5000,6000,5500,18-Dec-24
6042,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,17-Aug-24
6043,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,15-Jan-25
6044,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,31-May-24
6045,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,20-Jun-24
6046,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5000,6000,5500,03-Dec-24
6047,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,16-Dec-24
6048,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,27-Jan-25
6049,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,23-Sep-24
6050,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,11-Nov-24
6051,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4500,5000,4800,01-Feb-25
6052,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,22-Mar-25
6053,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,28-Jan-25
6054,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,23-Dec-24
6055,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,19-Jun-24
6056,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,25-Oct-24
6057,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,06-Aug-24
6058,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,07-Nov-24
6059,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,11-Dec-24
6060,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5000,6000,5500,20-Mar-25
6061,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,16-Apr-24
6062,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,12-Nov-24
6063,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,3000,4000,3500,04-Jan-25
6064,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,19-Sep-24
6065,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,05-Mar-25
6066,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,11-Apr-25
6067,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,09-Dec-24
6068,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,09-May-24
6069,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,13-Jan-25
6070,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,29-Nov-24
6071,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,8000,7000,18-Apr-24
6072,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,9000,10000,9500,09-Sep-24
6073,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,7000,8000,7500,03-Apr-25
6074,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,27-Jun-24
6075,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,5000,16-Jan-25
6076,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,4000,5000,4500,06-Dec-24
6077,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,5500,6500,6000,17-Feb-25
6078,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,05-Sep-24
6079,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,6000,7000,6500,13-Mar-25
6080,Kangra,Himachal Pradesh,Kangra,Guava,Other,Medium,8000,9000,8500,08-Apr-25
